"key","state","MUKEY","NLDAS2_GRID","BD_100","BD_25","Clay_100","Clay_25","KSAT_100","KSAT_25","OC_100","OC_25","PAWC_100","PAWC_25","pH_100","pH_25","SAT_100","SAT_25","Silt_100","Silt_25","Year","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","PlantYear","PlantingPop","FertilizerDOY","HarvestDOY","HarvestNum","FertilizerRate","yield","dsoc"
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1990,9.40162474398362,20.0898028673835,-1.43907450076805,1137.8,180.5,48.5,41.497586347915,430.5,185.7,259.3,209.9,8.59434267793139,28.2259373891168,862.702803916706,25.4354838709677,-5.01290322580645,30.4483870967742,10.8887096774194,0.267914746543779,1990,642.473,136,275,1,0,2.71582282039842,-0.0204246390913298
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1991,9.65861559139785,21.3664516129032,-3.16129032258065,1065.7,180.8,15.3,51.7568783511091,356.4,118.4,297.2,118.4,8.60935355862775,24.1180155717929,1011.24238553897,26.6870967741935,-9.00967741935484,35.6967741935484,16.3240501792115,-3.16129032258065,1990,642.473,136,275,2,0,5.50912419570611,0.757392822456568
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1992,8.16136710542578,18.2872759856631,-2.29454949944383,945.6,171.7,28,55.1037612920009,396.3,136,299.8,141,8.38370813249289,27.7903071115569,844.460973443793,23.8,-6.36774193548387,30.1677419354839,17.7667204301075,-1.06121616611049,1990,642.473,136,275,3,50,7.28026405260564,0.875940028657867
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1993,8.04316596262161,20.5790501792115,-3.89149385560676,1027.8,171.9,28.8,55.4212178462445,378.1,144.5,371.6,144.5,8.04705901177675,23.3143761965267,977.0524319261,26.5225806451613,-7.99285714285714,34.5154377880184,14.7488709677419,-3.89149385560676,1990,642.473,136,275,4,50,7.11887227678492,0.837385952967524
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1994,8.33051843317972,20.3193369175627,-5.78771121351766,984.6,169.2,34,57.6621570755364,447.5,132.6,447.5,144.4,9.15061443932412,23.2135063518042,1064.28729578075,26.041935483871,-13.3774193548387,39.4193548387097,20.3193369175627,-5.23287250384025,1990,642.473,136,275,5,50,7.62444889350602,0.808828556088331
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1995,8.38463197644649,22.3953046594982,-5.0599846390169,880.7,125.9,24.3,46.5200665445951,295.4,105.7,295.4,105.7,8.32212109575013,22.3113166105902,1102.84333661955,28.958064516129,-8.34193548387097,37.3,22.3953046594982,-5.0599846390169,1990,642.473,136,275,6,50,7.58024826831272,0.865049105084738
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1996,7.37137606599926,19.9945161290323,-4.99777530589544,825.3,152.6,21.8,54.2528719930846,346.4,91.8,228.3,91.8,8.63642720306513,22.7699645598758,1054.88339334139,26.4645161290323,-11.4645161290323,37.9290322580645,12.4406989247312,-4.99777530589544,1990,642.473,136,275,7,50,7.18163572069304,0.841762032252875
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1997,7.8952723374296,20.0167025089606,-3.62640168970814,903.7,123.5,39.4,38.6643992609529,277.3,144.1,251.9,210.5,8.36766193036354,23.0043916141601,957.739697152233,26.2032258064516,-10.1709677419355,36.3741935483871,15.1333333333333,3.34951612903226,1990,642.473,136,275,8,50,7.25848982811496,0.734002415606839
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1998,10.5852620967742,21.1559498207885,-0.352016129032258,869.4,111.8,44.3,34.143307457773,267.9,176.7,210.1,193.5,8.90357462877624,27.6231798931208,915.664185479224,27.6709677419355,-4.56129032258065,32.2322580645161,4.01171146953405,5.63942652329749,1990,642.473,136,275,9,50,7.89607110862196,0.821035287140903
"MI187069_42.4375N_85.3125W","MI","187069","42.4375N_85.3125W",1.70527027027027,1.71192307692308,17.3513513513514,11.4615384615385,0.377464864864865,0.160661538461538,0.166162162162162,0.845461538461538,0.1279,0.135869230769231,5.30675675675676,5.78461538461538,0.356471621621622,0.353973076923077,20.8918918918919,40.4230769230769,1999,9.24927131336406,21.1684050179211,-3.23162442396313,944.6,168.8,28.9,54.4368751092253,351.7,129.4,325.4,225.7,9.43700652841782,23.9635650705236,1009.53300242888,28.5774193548387,-10.8032258064516,39.3806451612903,14.7567383512545,11.1493906810036,1990,642.473,136,275,10,50,7.89274074852844,0.818649642585244
